name;value
m01;0,2016050379048319
m02;0,16040548195365126
m03;0,9999999075937139
m04;0,07220595065688792
omega1;0,20346393525658119
omega2;0,8940256651900811
omega3;0,14210328360014457
omega4;0,20311747225022017
phi1;0,8970783582753956
phi2;1,000000009772648
phi3;0,05787396147651876
phi4;0,8848530879009786
kappa1;0,0013729612444662227
kappa2;-0,02561268664550157
kappa3;-0,3147040134442742
kappa4;0,002316963309101408
kappa5;0,000168001851992505
kappa6;0,018629725725168692
kappa7;-0,030038628797639723
kappa8;-0,0007184975038577909
gamma_1_1;-0,008169658689770558
gamma_1_2;0,015943642730216576
gamma_1_3;0,06420761593684031
gamma_1_4;0,02125826106874697
gamma_1_5;0,036457798929461126
gamma_1_6;0,025505268961773665
gamma_1_7;0,007213568808822426
gamma_1_8;-0,012985766891339477
gamma_1_9;-0,02583498049605353
gamma_1_10;-0,06196503950941533
gamma_1_11;-0,01633073679179846
gamma_1_12;-0,04529997405748375
gamma_2_1;-0,09146731901052618
gamma_2_2;0,013909528293463822
gamma_2_3;-0,08602261829946287
gamma_2_4;-0,20050992972521448
gamma_2_5;-0,04757122945670466
gamma_2_6;0,11969484290754355
gamma_2_7;0,10848971244388009
gamma_2_8;0,1774959594954194
gamma_2_9;0,10010544789614888
gamma_2_10;0,04048292572173743
gamma_2_11;-0,006887953055868545
gamma_2_12;-0,12771936721041646
gamma_3_1;1,6182416604767396
gamma_3_2;0,31649068970380156
gamma_3_3;7,80093495929645
gamma_3_4;-2,1684585141330364
gamma_3_5;2,642316653833455
gamma_3_6;-3,7503272781319654
gamma_3_7;0,37506352111191055
gamma_3_8;0,7974082011985761
gamma_3_9;3,6921247694144546
gamma_3_10;-2,368478256551786
gamma_3_11;-0,6638005235537536
gamma_3_12;-8,291515882664848
gamma_4_1;-0,040181220522084046
gamma_4_2;-0,006478117128095365
gamma_4_3;-0,023838600652692703
gamma_4_4;-0,01153741121244684
gamma_4_5;-0,020065910174273522
gamma_4_6;0,017748075792256512
gamma_4_7;0,022661932018356586
gamma_4_8;0,010051425803994048
gamma_4_9;0,008068040228444213
gamma_4_10;-0,009234441341713624
gamma_4_11;0,05640773439776621
gamma_4_12;-0,0036015072095114792
