name;value
m01;-1,6085384451780982
m02;-1,4412335045838407
m03;0,1187344593542167
m04;-2,171167975858738
omega1;0,19345538193863807
omega2;0,16590167221801042
omega3;0,27556423664467483
omega4;0,15092432764262342
phi1;1,4159327369386892
phi2;2,8656398968990757
phi3;1,61562999402569
phi4;3,1130707625518674
kappa1;0,001854633951026031
kappa2;0,0009176013622076455
kappa3;0,0015196640093403276
kappa4;0,0007657391435712778
kappa5;7,056883173071237e-5
kappa6;3,1657949950592145e-5
kappa7;7,064548489379033e-5
kappa8;-3,175725427951207e-5
sigma_1;22,82655251538571
sigma_2;-4,219615691976971
sigma_3;-0,8129252461544465
sigma_4;-2,7867112163266277
sigma_5;26,72491835988708
sigma_6;-13,232159250742095
sigma_7;-13,44840782243638
sigma_8;23,102810502226337
sigma_9;-6,907630520361556
sigma_10;34,79134144001472
v;1,6213066009620771
gamma_1_1;-0,004004013956358088
gamma_1_2;0,029179747815392145
gamma_1_3;0,03944001542856088
gamma_1_4;0,014958237947075032
gamma_1_5;0,026522138069347737
gamma_1_6;0,03777632146049664
gamma_1_7;0,011953408713891828
gamma_1_8;-0,01783181041705951
gamma_1_9;-0,027806682550859118
gamma_1_10;-0,04623723982461931
gamma_1_11;-0,034987100261187704
gamma_2_1;-0,0013741171530897453
gamma_2_2;0,00809880916589103
gamma_2_3;-0,005323487937760515
gamma_2_4;-0,014776715526437579
gamma_2_5;-0,014991097297602991
gamma_2_6;-0,008020838213484333
gamma_2_7;-0,008357129821906539
gamma_2_8;0,0021838407163940277
gamma_2_9;0,010323068720260432
gamma_2_10;0,012948250263668562
gamma_2_11;0,007038233913674176
gamma_3_1;0,009564972433039947
gamma_3_2;0,006633091047878852
gamma_3_3;0,0008146936718061561
gamma_3_4;-0,016656138694951698
gamma_3_5;-0,03049860196062135
gamma_3_6;-0,00296803366937663
gamma_3_7;0,0034504113495249325
gamma_3_8;0,0227581384737037
gamma_3_9;0,02405903437182509
gamma_3_10;-0,017077286468941077
gamma_3_11;-0,01847053893744124
gamma_4_1;-0,014689372896768036
gamma_4_2;-0,012119793911996728
gamma_4_3;-0,016280944635165533
gamma_4_4;-0,022683965072522242
gamma_4_5;-0,020130808931355434
gamma_4_6;-0,00037039658064850345
gamma_4_7;0,006909504811506638
gamma_4_8;0,021515959557816402
gamma_4_9;0,014733637923040645
gamma_4_10;0,010094727361145254
gamma_4_11;0,012896010370090373
