name;value
m01;0,979837972272975
m02;0,9887557591029672
m03;1,225814331592596
m04;1,0599199881371066
omega1;0,9278265123751117
omega2;1,0901818839587214
omega3;1,1058440268597836
omega4;1,1349207609663081
phi1;0,35534400399723165
phi2;0,35308739977237374
phi3;0,29469880343036076
phi4;0,3713513026060263
kappa1;0,2608183178183881
kappa2;0,3066998286470946
kappa3;0,3563210599297767
kappa4;0,3842272756788894
kappa5;0,6013582120455487
kappa6;0,511949523414112
kappa7;0,49031714801346726
kappa8;0,3375391456992094
gamma_1_1;0,0042338834823845446
gamma_1_2;0,006708081777964471
gamma_1_3;0,004864373873362416
gamma_1_4;0,0027663215615634906
gamma_1_5;0,006947080201227787
gamma_1_6;0,0036455540418073675
gamma_1_7;0,0003359330309879949
gamma_1_8;0,004844800832621593
gamma_1_9;0,005628477770453894
gamma_1_10;0,007938859902531169
gamma_1_11;0,002605470324608971
gamma_2_1;0,004300182926233286
gamma_2_2;0,0020315261894492697
gamma_2_3;0,007417347503785208
gamma_2_4;0,00603869033080445
gamma_2_5;0,0025156240144439436
gamma_2_6;0,002680264383755118
gamma_2_7;0,005612677634262497
gamma_2_8;0,007617072776874996
gamma_2_9;0,0008357857963281995
gamma_2_10;0,003162161496904977
gamma_2_11;0,006483626999715324
gamma_3_1;0,0017742032040416068
gamma_3_2;0,006166254801568886
gamma_3_3;0,007969117227293035
gamma_3_4;0,00691292380776811
gamma_3_5;-0,00031818202515053066
gamma_3_6;-0,0037033844584666853
gamma_3_7;0,007398918644364773
gamma_3_8;0,004360643442296345
gamma_3_9;0,002946066168521405
gamma_3_10;0,004644519638387433
gamma_3_11;0,0040085660810588696
gamma_4_1;0,0015065493149727816
gamma_4_2;-0,0006345636304626928
gamma_4_3;0,007170502697086662
gamma_4_4;0,006772572720199674
gamma_4_5;0,006700060572957596
gamma_4_6;-0,005619058243640409
gamma_4_7;-0,004830399414484071
gamma_4_8;0,003532063255587257
gamma_4_9;-0,0021497521990203696
gamma_4_10;0,006899341761237003
gamma_4_11;-0,0003349402982296706
sigma_1;0,4217448733641659
sigma_2;0,2682285257416931
sigma_3;0,2651260695995145
sigma_4;0,27488439491208866
sigma_5;0,37314562818142677
sigma_6;0,5537329723781927
sigma_7;0,337455914253319
sigma_8;0,31830542022419517
sigma_9;0,3094834594627008
sigma_10;0,5490126863282403
v;0,3651858183768694
