t;true1;true2;true3;true4;prev1;prev2;prev3;prev4
1;1,6893073593073593;2,0651818181818182;2,122818181818182;2,4006363636363637;0,9530165545669244;1,0564011234538644;1,147365386913288;1,1064345626492627
2;1,771691729323308;2,2373157894736844;2,270368421052632;2,487842105263158;1,5462469021107146;1,327466723921686;1,2675022910251597;-0,9273234750581512
3;1,739120082815735;2,038478260869565;2,0013913043478264;2,1905217391304346;1,2484952942951801;1,243497992041965;1,2138766122079974;-0,045480012127040004
4;1,519;1,58325;1,56;1,7819500000000001;1,2053614642150077;1,285904707650349;1,2906065075525335;-0,11041874457918555
5;1,4022186147186149;1,5064545454545453;1,5102272727272728;1,6865;1,0523450195341868;1,321885329247893;1,3778005176453432;-0,09992254051193372
6;1,4067261904761905;1,588;1,56295;1,7973500000000002;0,9063908187097574;1,3344733844870995;1,4409375842423022;-0,05043873069540078
7;1,4752142857142858;1,6700500000000003;1,59685;1,8049;0,7748659943884004;1,3042210287228049;1,477796260822314;0,05226447681852042
8;1,297766439909297;1,4318571428571427;1,4102857142857144;1,6819523809523809;0,6091972652932762;1,2603463774051198;1,5871780684416636;0,10161176707671427
9;1,4114035087719299;1,6404736842105263;1,611842105263158;2,0189473684210526;0,4695593581948153;1,1978333286201928;1,6242581681125263;0,29535292173930205
10;1,4390909090909092;1,9377727272727272;1,8505;2,373181818181818;0,36791535674971954;1,1175442518536196;1,6307295485144195;0,4591366444243713
11;1,5232619047619047;2,1054500000000003;2,16255;2,53065;0,3355025889710873;0,9279130173887405;1,5887981982615396;0,5253417260336731
12;1,5108225108225108;2,245409090909091;2,3052272727272727;2,572090909090909;0,4357771289934866;0,8585245225011128;1,661735233742273;0,5174376867586894
13;1,6068820861678006;2,1864761904761902;2,154904761904762;2,354;4,54553199799534;4,621771412304496;10,59046271177396;-11,767102936246072
14;1,764705215419501;2,136904761904762;2,127952380952381;2,310619047619048;0,6261836577938549;0,7373978659019695;0,7727098085076002;1,4882401293151168
15;1,7227639751552797;2,0038695652173915;1,9657826086956522;2,049304347826087;0,023269660441534584;0,3675503383255713;-0,0680070801648952;3,441975174547313
16;1,9027318295739348;2,101842105263158;2,1106315789473684;2,2079999999999997;0,3525173339036087;0,607345311024602;0,12390033318897775;3,0072252283504426
17;2,042826086956522;2,1687391304347825;2,1211304347826085;2,393869565217391;0,4564003616543211;0,7070411577162443;0,12351441860289625;2,914183273862852
18;2,256485260770975;2,4241904761904762;2,358714285714286;2,558952380952381;0,4952223611381484;0,7664302864672323;0,12507537365958843;2,8992858642259627
19;2,1830238095238093;2,3297;2,27495;2,4497;0,555343911347413;0,7984876252051263;0,14481502328274676;2,8496726664549983
20;2,2135827664399095;2,3340952380952382;2,315380952380952;2,322952380952381;0,6102489390016916;0,8079447682185258;0,1582103390901226;2,809572849085652
21;2,271095238095238;2,38105;2,4084499999999998;2,6087;0,6787162028116008;0,8184236660327567;0,1966031687332997;2,7559903300072564
22;2,510809523809524;2,5038;2,5623;2,7830500000000002;0,7134891719576946;0,840856651172382;0,17287783076921898;2,7519040527361307
23;2,680487012987013;2,7621818181818183;2,7956363636363637;3,0683636363636366;0,6973525599857118;0,8180641421479282;0,1587971715787373;2,6732734301134657
