name;value
m01;0,2782434372350555
m02;0,08951001271835302
m03;0,5954968122893408
m04;0,07943058881678734
omega1;0,21039883338510112
omega2;-0,05024062324328637
omega3;0,27390849575423326
omega4;0,1738816261890267
phi1;0,8131864948822886
phi2;0,9953349027677573
phi3;0,862042058633286
phi4;0,9590826294110976
kappa1;0,0015461232152521943
kappa2;0,0008017629630439099
kappa3;0,001225868534594101
kappa4;0,0007294648777342697
kappa5;9,762723591292673e-5
kappa6;1,0728654196122927e-5
kappa7;4,186746470777082e-6
kappa8;-3,2790707719871486e-5
sigma_1;0,005330283144673299
sigma_2;0,0019523260309047144
sigma_3;0,000997263804325509
sigma_4;0,000603806246682345
sigma_5;0,006707138732331133
sigma_6;0,003380408902138792
sigma_7;0,0017559347960202675
sigma_8;0,004623957149915599
sigma_9;0,0006549972978421337
sigma_10;0,0018491201741351428
v;3,411527399158428
gamma_1_1;0,0025525334968398484
gamma_1_2;0,02558270818134077
gamma_1_3;0,028656446183467566
gamma_1_4;0,00011661613381838801
gamma_1_5;0,001990271677859301
gamma_1_6;0,02414964418636985
gamma_1_7;0,012988709989270424
gamma_1_8;-0,01585318543917339
gamma_1_9;-0,010861476163715425
gamma_1_10;-0,023279987275908517
gamma_1_11;-0,020102546984644757
gamma_1_12;-0,025939733985524054
gamma_2_1;0,013433321110863563
gamma_2_2;0,007160965818747616
gamma_2_3;-0,004254285437994108
gamma_2_4;-0,019874014345777884
gamma_2_5;-0,033466289757110315
gamma_2_6;-0,015524428636711765
gamma_2_7;-0,010662837609839769
gamma_2_8;0,015801392400451725
gamma_2_9;0,023859311875435583
gamma_2_10;0,012298950141306456
gamma_2_11;0,002642661388706612
gamma_2_12;0,008585253051922283
gamma_3_1;0,009784421522493257
gamma_3_2;0,004142438130053378
gamma_3_3;0,00436850108279408
gamma_3_4;-0,019447691724964477
gamma_3_5;-0,03098675872445583
gamma_3_6;0,010214934959308924
gamma_3_7;-0,0013575121653830438
gamma_3_8;0,00447137437872296
gamma_3_9;0,03130712911877094
gamma_3_10;-0,007494954266721909
gamma_3_11;-0,014510180982172279
gamma_3_12;0,009508298671553995
gamma_4_1;0,001664508119715367
gamma_4_2;-0,0115254520951016
gamma_4_3;-0,009986148176097035
gamma_4_4;-0,01223849545609065
gamma_4_5;-0,027094989665655975
gamma_4_6;0,006209197995088201
gamma_4_7;-0,0054424938196994685
gamma_4_8;0,016711554375491277
gamma_4_9;0,01329439322044513
gamma_4_10;0,0021897255864652752
gamma_4_11;0,009970506502048825
gamma_4_12;0,016247693413390663
